occurrenceID,recordedBy,eventDate,year,month,day,scientificName,fieldRemarks,island,locationID,materialSampleID,associateMedia,decimalLatitude,decimalLongitude,higherClassification,kingdom,phylum,class,order,family,genus,specificEpithet,scientificNameAuthorship,taxonRank,nomenclaturalCode,taxonomicStatus,taxonID,reportNumber
bid:hisc:biisc:hipsc:bi:2:SP:40190:v,Sophie Parmelon,2010-01-12,2010,1,12,Rhizophora mangle,In bloom,Big Island,bi,bid:hisc:biisc:hipsc:bi:2:SP:40190,,20.05528747,-154.837712,Plantae | Tracheophyta | Magnoliopsida | Malpighiales | Rhizophoraceae | Rhizophora,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Rhizophoraceae,Rhizophora,mangle,L.,species,ICBN,valid,3086528,2
bid:hisc:biisc:hipsc:bi:9047:DA:39961,Daniel Amariles,2009-05-28,2009,5,28,Miconia calvescens,,Big Island,bi,,,19.54868625,-155.1436167,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,calvescens,DC.,species,ICBN,valid,3188585,9047
bid:hisc:biisc:hipsc:bi:9048:DA:39961,Daniel Amariles,2009-05-28,2009,5,28,Miconia calvescens,,Big Island,bi,,,19.55056667,-155.1441167,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,calvescens,DC.,species,ICBN,valid,3188585,9048
bid:hisc:biisc:hipsc:bi:9049:DA:39961,Daniel Amariles,2009-05-28,2009,5,28,Miconia calvescens,,Big Island,bi,,,19.56628377,-155.14375,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,calvescens,DC.,species,ICBN,valid,3188585,9049
bid:hisc:biisc:hipsc:bi:9050:DA:39961,Daniel Amariles,2009-05-28,2009,5,28,Miconia calvescens,,Big Island,bi,,,19.56628713,-155.1442667,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,calvescens,DC.,species,ICBN,valid,3188585,9050
bid:hisc:biisc:hipsc:bi:9051:DA:39961,Daniel Amariles,2009-05-28,2009,5,28,Miconia calvescens,,Big Island,bi,,,19.56631279,-155.144,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,calvescens,DC.,species,ICBN,valid,3188585,9051
bid:hisc:biisc:hipsc:bi:9052:DA:39961,Daniel Amariles,2009-05-28,2009,5,28,Miconia calvescens,,Big Island,bi,,,19.5665296,-155.1435833,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,calvescens,DC.,species,ICBN,valid,3188585,9052
bid:hisc:biisc:hipsc:bi:9053:DA:39988,Daniel Amariles,2009-06-24,2009,6,24,Miconia calvescens,,Big Island,bi,,,19.56656875,-155.1435833,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,calvescens,DC.,species,ICBN,valid,3188585,9053
bid:hisc:biisc:hipsc:bi:9107:DA:40010,Daniel Amariles,2009-07-16,2009,7,16,Miconia calvescens,,Big Island,bi,,,19.56666667,-155.2484667,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,calvescens,DC.,species,ICBN,valid,3188585,9107
bid:hisc:biisc:hipsc:bi:9108:DA:40010,Daniel Amariles,2009-07-16,2009,7,16,Miconia calvescens,,Big Island,bi,,,19.56684572,-155.2490333,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,calvescens,DC.,species,ICBN,valid,3188585,9108
bid:hisc:biisc:hipsc:bi:9109:DA:40010,Daniel Amariles,2009-07-16,2009,7,16,Miconia calvescens,,Big Island,bi,,,19.5668549,-155.2487333,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,calvescens,DC.,species,ICBN,valid,3188585,9109
bid:hisc:biisc:hipsc:bi:9110:DA:40010,Daniel Amariles,2009-07-16,2009,7,16,Miconia calvescens,,Big Island,bi,,,19.56688333,-155.2486667,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,calvescens,DC.,species,ICBN,valid,3188585,9110
bid:hisc:biisc:hipsc:bi:9111:DA:40014,Daniel Amariles,2009-07-20,2009,7,20,Miconia calvescens,,Big Island,bi,,,19.59705,-155.247,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,calvescens,DC.,species,ICBN,valid,3188585,9111
bid:hisc:biisc:hipsc:bi:9112:DA:40014,Daniel Amariles,2009-07-20,2009,7,20,Miconia calvescens,,Big Island,bi,,,19.59711667,-155.24735,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,calvescens,DC.,species,ICBN,valid,3188585,9112
bid:hisc:biisc:hipsc:bi:9113:DA:40014,Daniel Amariles,2009-07-20,2009,7,20,Miconia calvescens,,Big Island,bi,,,19.59807115,-155.247,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,calvescens,DC.,species,ICBN,valid,3188585,9113
bid:hisc:biisc:hipsc:bi:9114:SG:40017,Sharon Grant,2009-07-23,2009,7,23,Buddleja madagascariensis,,Big Island,bi,,,19.28416318,-155.23065,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Scrophulariaceae | Buddleja,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Buddleja,madagascariensis,Lam.,species,ICBN,valid,3173340,9114
bid:hisc:biisc:hipsc:bi:9115:SG:40018,Sharon Grant,2009-07-24,2009,7,24,Buddleja madagascariensis,,Big Island,bi,,,19.28417984,-155.23065,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Scrophulariaceae | Buddleja,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Buddleja,madagascariensis,Lam.,species,ICBN,valid,3173340,9115
bid:hisc:biisc:hipsc:bi:9116:SG:40021,Sharon Grant,2009-07-27,2009,7,27,Buddleja madagascariensis,,Big Island,bi,,,19.2842,-155.2307167,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Scrophulariaceae | Buddleja,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Buddleja,madagascariensis,Lam.,species,ICBN,valid,3173340,9116
bid:hisc:biisc:hipsc:bi:9117:SG:40021,Sharon Grant,2009-07-27,2009,7,27,Buddleja madagascariensis,,Big Island,bi,,,19.28451318,-155.23065,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Scrophulariaceae | Buddleja,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Buddleja,madagascariensis,Lam.,species,ICBN,valid,3173340,9117
bid:hisc:biisc:hipsc:bi:9118:SG:40021,Sharon Grant,2009-07-27,2009,7,27,Buddleja madagascariensis,,Big Island,bi,,,19.28515,-155.2306,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Scrophulariaceae | Buddleja,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Buddleja,madagascariensis,Lam.,species,ICBN,valid,3173340,9118
bid:hisc:biisc:hipsc:bi:9119:SG:40021,Sharon Grant,2009-07-27,2009,7,27,Buddleja madagascariensis,,Big Island,bi,,,19.28521667,-155.2307,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Scrophulariaceae | Buddleja,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Buddleja,madagascariensis,Lam.,species,ICBN,valid,3173340,9119
bid:hisc:biisc:hipsc:bi:9120:SG:40022,Sharon Grant,2009-07-28,2009,7,28,Buddleja madagascariensis,,Big Island,bi,,,19.28528333,-155.2340167,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Scrophulariaceae | Buddleja,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Buddleja,madagascariensis,Lam.,species,ICBN,valid,3173340,9120
bid:hisc:biisc:hipsc:bi:9121:SG:40023,Sharon Grant,2009-07-29,2009,7,29,Buddleja madagascariensis,,Big Island,bi,,,19.28531667,-155.2340167,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Scrophulariaceae | Buddleja,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Buddleja,madagascariensis,Lam.,species,ICBN,valid,3173340,9121
bid:hisc:biisc:hipsc:bi:9122:SG:40023,Sharon Grant,2009-07-29,2009,7,29,Buddleja madagascariensis,,Big Island,bi,,,19.28545,-155.2027833,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Scrophulariaceae | Buddleja,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Buddleja,madagascariensis,Lam.,species,ICBN,valid,3173340,9122
bid:hisc:biisc:hipsc:bi:9123:SG:40023,Sharon Grant,2009-07-29,2009,7,29,Buddleja madagascariensis,,Big Island,bi,,,19.28546667,-155.2026833,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Scrophulariaceae | Buddleja,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Buddleja,madagascariensis,Lam.,species,ICBN,valid,3173340,9123
bid:hisc:biisc:hipsc:bi:9124:SG:40023,Sharon Grant,2009-07-29,2009,7,29,Buddleja madagascariensis,,Big Island,bi,,,19.2855,-155.2027667,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Scrophulariaceae | Buddleja,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Buddleja,madagascariensis,Lam.,species,ICBN,valid,3173340,9124
bid:hisc:biisc:hipsc:bi:9125:SG:40023,Sharon Grant,2009-07-29,2009,7,29,Buddleja madagascariensis,,Big Island,bi,,,19.28558333,-155.2028833,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Scrophulariaceae | Buddleja,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Buddleja,madagascariensis,Lam.,species,ICBN,valid,3173340,9125
bid:hisc:biisc:hipsc:bi:9126:DA:40025,Daniel Amariles,2009-07-31,2009,7,31,Miconia calvescens,,Big Island,bi,,,19.59823782,-155.0071223,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,calvescens,DC.,species,ICBN,valid,3188585,9126
bid:hisc:biisc:hipsc:bi:9127:DA:40025,Daniel Amariles,2009-07-31,2009,7,31,Miconia calvescens,,Big Island,bi,,,19.6137541,-155.0005648,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,calvescens,DC.,species,ICBN,valid,3188585,9127
bid:hisc:biisc:hipsc:bi:9128:DA:40025,Daniel Amariles,2009-07-31,2009,7,31,Miconia calvescens,,Big Island,bi,,,19.627,-155.0000846,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,calvescens,DC.,species,ICBN,valid,3188585,9128
bid:hisc:biisc:hipsc:bi:9129:DA:40025,Daniel Amariles,2009-07-31,2009,7,31,Miconia calvescens,,Big Island,bi,,,19.62715,-154.9993831,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,calvescens,DC.,species,ICBN,valid,3188585,9129
bid:hisc:biisc:hipsc:bi:9130:DA:40025,Daniel Amariles,2009-07-31,2009,7,31,Miconia calvescens,,Big Island,bi,,,19.62725,-154.9984537,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,calvescens,DC.,species,ICBN,valid,3188585,9130
bid:hisc:biisc:hipsc:bi:9131:DA:40025,Daniel Amariles,2009-07-31,2009,7,31,Miconia calvescens,,Big Island,bi,,,19.62741667,-154.9990733,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,calvescens,DC.,species,ICBN,valid,3188585,9131
bid:hisc:biisc:hipsc:bi:9132:DA:40025,Daniel Amariles,2009-07-31,2009,7,31,Miconia calvescens,,Big Island,bi,,,19.62743333,-154.999254,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,calvescens,DC.,species,ICBN,valid,3188585,9132
bid:hisc:biisc:hipsc:bi:9133:DA:40025,Daniel Amariles,2009-07-31,2009,7,31,Miconia calvescens,,Big Island,bi,,,19.62743333,-154.9996686,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,calvescens,DC.,species,ICBN,valid,3188585,9133
bid:hisc:biisc:hipsc:bi:9134:DA:40025,Daniel Amariles,2009-07-31,2009,7,31,Miconia calvescens,,Big Island,bi,,,19.6275,-154.9991124,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,calvescens,DC.,species,ICBN,valid,3188585,9134
bid:hisc:biisc:hipsc:bi:9135:DA:40025,Daniel Amariles,2009-07-31,2009,7,31,Miconia calvescens,,Big Island,bi,,,19.62753333,-154.9988379,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,calvescens,DC.,species,ICBN,valid,3188585,9135
bid:hisc:biisc:hipsc:bi:9136:DA:40025,Daniel Amariles,2009-07-31,2009,7,31,Miconia calvescens,,Big Island,bi,,,19.62755,-154.9983166,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,calvescens,DC.,species,ICBN,valid,3188585,9136
bid:hisc:biisc:hipsc:bi:9137:SG:40022,Sharon Grant,2009-07-28,2009,7,28,Buddleja madagascariensis,,Big Island,bi,,,19.28565,-155.2307167,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Scrophulariaceae | Buddleja,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Buddleja,madagascariensis,Lam.,species,ICBN,valid,3173340,9137
bid:hisc:biisc:hipsc:bi:9138:SG:40022,Sharon Grant,2009-07-28,2009,7,28,Buddleja madagascariensis,,Big Island,bi,,,19.28568333,-155.23065,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Scrophulariaceae | Buddleja,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Buddleja,madagascariensis,Lam.,species,ICBN,valid,3173340,9138
bid:hisc:biisc:hipsc:bi:9139:SG:40022,Sharon Grant,2009-07-28,2009,7,28,Buddleja madagascariensis,,Big Island,bi,,,19.28575,-155.2306,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Scrophulariaceae | Buddleja,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Buddleja,madagascariensis,Lam.,species,ICBN,valid,3173340,9139
bid:hisc:biisc:hipsc:bi:9140:SG:40022,Sharon Grant,2009-07-28,2009,7,28,Buddleja madagascariensis,,Big Island,bi,,,19.28575,-155.2307,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Scrophulariaceae | Buddleja,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Buddleja,madagascariensis,Lam.,species,ICBN,valid,3173340,9140
bid:hisc:biisc:hipsc:bi:9153:DA:40029,Daniel Amariles,2009-08-04,2009,8,4,Miconia calvescens,,Big Island,bi,,,19.62755,-154.997979,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,calvescens,DC.,species,ICBN,valid,3188585,9153
bid:hisc:biisc:hipsc:bi:9154:DA:40029,Daniel Amariles,2009-08-04,2009,8,4,Miconia calvescens,,Big Island,bi,,,19.62756667,-154.9977137,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,calvescens,DC.,species,ICBN,valid,3188585,9154
bid:hisc:biisc:hipsc:bi:9155:DA:40029,Daniel Amariles,2009-08-04,2009,8,4,Miconia calvescens,,Big Island,bi,,,19.62761667,-154.9970071,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,calvescens,DC.,species,ICBN,valid,3188585,9155
bid:hisc:biisc:hipsc:bi:9156:DA:40029,Daniel Amariles,2009-08-04,2009,8,4,Miconia calvescens,,Big Island,bi,,,19.62763333,-154.9970412,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,calvescens,DC.,species,ICBN,valid,3188585,9156
bid:hisc:biisc:hipsc:bi:9157:DA:40029,Daniel Amariles,2009-08-04,2009,8,4,Miconia calvescens,,Big Island,bi,,,19.62766667,-154.9974842,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,calvescens,DC.,species,ICBN,valid,3188585,9157
bid:hisc:biisc:hipsc:bi:9158:DA:40029,Daniel Amariles,2009-08-04,2009,8,4,Miconia calvescens,,Big Island,bi,,,19.62768333,-154.9979081,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,calvescens,DC.,species,ICBN,valid,3188585,9158
bid:hisc:biisc:hipsc:bi:9159:AA:40029,Anne-Sophie Archambeau,2009-08-04,2009,8,4,Miconia calvescens,,Big Island,bi,,,19.62769662,-154.9981145,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,calvescens,DC.,species,ICBN,valid,3188585,9159
bid:hisc:biisc:hipsc:bi:9160:AA:40029,Anne-Sophie Archambeau,2009-08-04,2009,8,4,Miconia calvescens,,Big Island,bi,,,19.62769685,-154.998256,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,calvescens,DC.,species,ICBN,valid,3188585,9160
bid:hisc:biisc:hipsc:bi:9161:AA:40029,Anne-Sophie Archambeau,2009-08-04,2009,8,4,Miconia calvescens,,Big Island,bi,,,19.62775,-154.9962943,Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,calvescens,DC.,species,ICBN,valid,3188585,9161
bid:hisc:biisc:hipsc:bi:9162:SG:40024,Sharon Grant,2009-07-30,2009,7,30,Buddleja madagascariensis,,Big Island,bi,,,19.28578333,-155.1149667,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Scrophulariaceae | Buddleja,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Buddleja,madagascariensis,Lam.,species,ICBN,valid,3173340,9162
bid:hisc:biisc:hipsc:bi:9163:SG:40024,Sharon Grant,2009-07-30,2009,7,30,Buddleja madagascariensis,,Big Island,bi,,,19.28581667,-155.1143,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Scrophulariaceae | Buddleja,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Buddleja,madagascariensis,Lam.,species,ICBN,valid,3173340,9163
bid:hisc:biisc:hipsc:bi:9192:SG:40049,Sharon Grant,2009-08-24,2009,8,24,Buddleja madagascariensis,,Big Island,bi,,,19.28586667,-155.23465,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Scrophulariaceae | Buddleja,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Buddleja,madagascariensis,Lam.,species,ICBN,valid,3173340,9192
bid:hisc:biisc:hipsc:bi:9193:SG:40051,Sharon Grant,2009-08-26,2009,8,26,Buddleja madagascariensis,,Big Island,bi,,,19.2859,-155.1077167,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Scrophulariaceae | Buddleja,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Buddleja,madagascariensis,Lam.,species,ICBN,valid,3173340,9193
bid:hisc:biisc:hipsc:bi:9194:SG:40052,Sharon Grant,2009-08-27,2009,8,27,Buddleja madagascariensis,,Big Island,bi,,,19.28591667,-155.1138833,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Scrophulariaceae | Buddleja,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Buddleja,madagascariensis,Lam.,species,ICBN,valid,3173340,9194
bid:hisc:biisc:hipsc:bi:9195:SG:40053,Sharon Grant,2009-08-28,2009,8,28,Buddleja madagascariensis,,Big Island,bi,,,19.28596667,-155.1138833,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Scrophulariaceae | Buddleja,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Buddleja,madagascariensis,Lam.,species,ICBN,valid,3173340,9195
bid:hisc:biisc:hipsc:bi:9196:LR:40056,Laura Russell,2009-08-31,2009,8,31,Rosa laevigata,,Big Island,bi,,,20.21091069,-155.2334526,Plantae | Tracheophyta | Magnoliopsida | Rosales | Rosaceae | Rosa,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,laevigata,Michx.,species,ICBN,valid,3002751,9196
bid:hisc:biisc:hipsc:bi:9197:LR:40057,Laura Russell,2009-09-01,2009,9,1,Rosa laevigata,,Big Island,bi,,,20.21093759,-155.1426167,Plantae | Tracheophyta | Magnoliopsida | Rosales | Rosaceae | Rosa,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,laevigata,Michx.,species,ICBN,valid,3002751,9197
bid:hisc:biisc:hipsc:bi:9198:LR:40057,Laura Russell,2009-09-01,2009,9,1,Rosa laevigata,,Big Island,bi,,,20.21093801,-155.1416833,Plantae | Tracheophyta | Magnoliopsida | Rosales | Rosaceae | Rosa,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,laevigata,Michx.,species,ICBN,valid,3002751,9198
bid:hisc:biisc:hipsc:bi:9199:SG:40060,Sharon Grant,2009-09-04,2009,9,4,Buddleja madagascariensis,,Big Island,bi,,,19.28608333,-155.2334667,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Scrophulariaceae | Buddleja,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Buddleja,madagascariensis,Lam.,species,ICBN,valid,3173340,9199
bid:hisc:biisc:hipsc:bi:9200:LR:40064,Laura Russell,2009-09-08,2009,9,8,Rosa laevigata,,Big Island,bi,,,20.21094824,-155.233798,Plantae | Tracheophyta | Magnoliopsida | Rosales | Rosaceae | Rosa,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,laevigata,Michx.,species,ICBN,valid,3002751,9200
bid:hisc:biisc:hipsc:bi:9201:LR:40064,Laura Russell,2009-09-08,2009,9,8,Rosa laevigata,,Big Island,bi,,,20.2109583,-155.2439,Plantae | Tracheophyta | Magnoliopsida | Rosales | Rosaceae | Rosa,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,laevigata,Michx.,species,ICBN,valid,3002751,9201
bid:hisc:biisc:hipsc:bi:9202:KC:40065,Katia Cez�n,2009-09-09,2009,9,9,Jasminum polyanthum,,Big Island,bi,,,19.45978333,-155.23385,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Oleaceae | Jasminum,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Jasminum,polyanthum,Franch.,species,ICBN,valid,3682631,9202
bid:hisc:biisc:hipsc:bi:9203:LR:40065,Laura Russell,2009-09-09,2009,9,9,Rosa laevigata,,Big Island,bi,,,20.2109583,-155.2440758,Plantae | Tracheophyta | Magnoliopsida | Rosales | Rosaceae | Rosa,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,laevigata,Michx.,species,ICBN,valid,3002751,9203
bid:hisc:biisc:hipsc:bi:9204:KC:40070,Katia Cez�n,2009-09-14,2009,9,14,Jasminum polyanthum,,Big Island,bi,,,19.45978333,-155.2338167,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Oleaceae | Jasminum,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Jasminum,polyanthum,Franch.,species,ICBN,valid,3682631,9204
bid:hisc:biisc:hipsc:bi:9205:KC:40070,Katia Cez�n,2009-09-14,2009,9,14,Jasminum polyanthum,,Big Island,bi,,,19.45978333,-155.2337167,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Oleaceae | Jasminum,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Jasminum,polyanthum,Franch.,species,ICBN,valid,3682631,9205
bid:hisc:biisc:hipsc:bi:9206:KC:40071,Katia Cez�n,2009-09-15,2009,9,15,Jasminum polyanthum,,Big Island,bi,,,19.4598,-155.2337167,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Oleaceae | Jasminum,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Jasminum,polyanthum,Franch.,species,ICBN,valid,3682631,9206
bid:hisc:biisc:hipsc:bi:9207:KC:40071,Katia Cez�n,2009-09-15,2009,9,15,Jasminum polyanthum,,Big Island,bi,,,19.45983333,-155.2338167,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Oleaceae | Jasminum,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Jasminum,polyanthum,Franch.,species,ICBN,valid,3682631,9207
bid:hisc:biisc:hipsc:bi:9208:KC:40072,Katia Cez�n,2009-09-16,2009,9,16,Jasminum polyanthum,,Big Island,bi,,,19.45993333,-155.2337167,Plantae | Tracheophyta | Magnoliopsida | Lamiales | Oleaceae | Jasminum,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Jasminum,polyanthum,Franch.,species,ICBN,valid,3682631,9208
